T04,International migrants and refugees,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
860,Uzbekistan,2010,Total refugees and people in refugee-like situations (number),311,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
860,Uzbekistan,2010,Other of concern to UNHCR (number),2,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
860,Uzbekistan,2010,Total population of concern to UNHCR (number),313,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
860,Uzbekistan,2015,International migrant stock: Both sexes (number),"1,170,873",Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
860,Uzbekistan,2015,International migrant stock: Both sexes (% total population),3.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
860,Uzbekistan,2015,International migrant stock: Male (% total Population),3.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
860,Uzbekistan,2015,International migrant stock: Female (% total Population),4.1,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
860,Uzbekistan,2015,Total refugees and people in refugee-like situations (number),118,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
860,Uzbekistan,2015,Other of concern to UNHCR (number),"86,703",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
860,Uzbekistan,2015,Total population of concern to UNHCR (number),"86,821",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
860,Uzbekistan,2023,Total refugees and people in refugee-like situations (number),"13,025",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
860,Uzbekistan,2023,"Asylum seekers, including pending cases (number)",0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
860,Uzbekistan,2023,Other of concern to UNHCR (number),"25,413",The mid-2023 statelessness figure refers to stateless persons with permanent residence in Uzbekistan officially reported by the Government of Uzbekistan to UNHCR as of 30 June 2023. Information on other categories of statelessness is unavailable.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
860,Uzbekistan,2023,Total population of concern to UNHCR (number),"38,438",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
860,Uzbekistan,2024,International migrant stock: Both sexes (number),"1,154,963",Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
860,Uzbekistan,2024,International migrant stock: Both sexes (% total population),3.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
860,Uzbekistan,2024,International migrant stock: Male (% total Population),2.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
860,Uzbekistan,2024,International migrant stock: Female (% total Population),3.4,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
860,Uzbekistan,2024,Total refugees and people in refugee-like situations (number),"8,955",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
860,Uzbekistan,2024,Other of concern to UNHCR (number),"22,496",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
860,Uzbekistan,2024,Total population of concern to UNHCR (number),"31,451",The statelessness figure refers to stateless persons with permanent residence in Uzbekistan officially reported by the Government of Uzbekistan to UNHCR as of 31 December 2023. Information on other categories of statelessness is unavailable.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
548,Vanuatu,2005,International migrant stock: Both sexes (number),"2,800",Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
